mturk_id,tweet_id,tweet,text,answer,id
000189230f6a4376b3618b80d56d4cd4,991075844192948000,Incel Hunger Games for our amusement.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064836661481000,"To some men, look, sometimes you are an incel and you desire a figment of your imagination that will never exist on a video game.   Some of us call it “dry season”.   Let’s just say, it tastes better when you wait...",Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,989137202230759000,'Incel' sexual frustration 'rebellion' at center of Toronto attack  https://fxn.ws/2qXxiDm  #FoxNews,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991073896077111000,Multi millionaire incel? 🤔,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064933449195000,Healing the helpers in the wake of tragedy via @TorontoStar  https://www.thestar.com/opinion/contributors/2018/04/30/healing-the-helpers-in-the-wake-of-tragedy.html … #mentalhealth #TorontoStrong,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991097775621275000,"It's surely worse for incels, because their porn experiences are filtered through a cloud of self-loathing: ""Something so wonderful will never happen to me!"" I assume all participants in these incel forums are heavy porn users.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991066806239424000,Weird how misogynistic incel creeps become #woke with a little eyeliner and a change in pronouns,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991102724136726000,"Whoa, these ""incel"" communities are just nutso  https://talkingpointsmemo.com/edblog/meet-robin-hanson-opponent-of-sex-inequality …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,988889404742742000,Our thoughts are with all of those impacted by the tragic incident on Yonge St. yesterday.  Our hearts are broken.  #TorontoStrong,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991072245169598000,Form a cogent counterpoint about why you disagree with the OP post regarding Dolores from Westworld and delete your misogynistic incel rant. That’s all you need to do buddy. Women have ideas and thoughts. They don’t need us policing them.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"making fun of a group of people, so it is malicious",rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,991074669712347000,Incel just means pre-rapist,Please briefly explain why you believe the intent of this tweet is or is not malicious.,It wants to initiate a discussion that is not related to the tragedy,rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,991083967519440000,Incel fury. Ignore it.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,Not malicious but kind of irrelevant,rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,991072269270106000,"It's the same kind of incel fuckwit that killed 10 people in Toronto.  Seriously, people who know this dude iRL may want to keep him away from driving any vehicle whatsoever.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,Not malicious but kind of irrelevant,rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,988637810948280000,"Retweeted CityNews Toronto (@CityNews):  York police have taped off a portion of Elmsley Drive near 16th Ave and Bayview Ave in Richmond Hill, the street where alleged van attack suspect Alek Minassian reportedly lives.  pic.twitter.com/tVYFmT6eSf",Please briefly explain why you believe the intent of this tweet is or is not malicious.,Not malicious as it is stating the facts and making people aware about the situation,rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,991063268948049000,The Toronto Attacker Was An 'Incel.' Here’s What You should Know About Their 'Male Supremacy' Agenda  http://www.good.is/articles/toronto-attacker-incel-community?sid=sst190966uh …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,Malicious as it trying to spread hatred for incels and trying to paint a -ve picture of them,rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,991076788586602000,#TorontoStrong  pic.twitter.com/JtVie208UF,Please briefly explain why you believe the intent of this tweet is or is not malicious.,"Not malicious, shows unity in times of despair.",rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,991102724136726000,"Whoa, these ""incel"" communities are just nutso  https://talkingpointsmemo.com/edblog/meet-robin-hanson-opponent-of-sex-inequality …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,"malicious, spreads hate for all incels",rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,991103066362535000,O que é ‘incel’. E como ele se relaciona com o atentado em Toronto - Nexo Jornal  https://www.nexojornal.com.br/expresso/2018/04/27/O-que-%C3%A9-%E2%80%98incel%E2%80%99.-E-como-ele-se-relaciona-com-o-atentado-em-Toronto?utm_source=meio&utm_medium=email?utm_source=socialbttns&utm_medium=article_share&utm_campaign=self … via @nexojornal,Please briefly explain why you believe the intent of this tweet is or is not malicious.,not sure as it appears to be in french which i dont know. ,rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,989270299018452000,incel no more  https://twitter.com/briantylercohen/status/973314852897701888 …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,malicious as it spreads negativity about incels,rhetoric-freetext
00139d2ada6146b7b7242de669b35fb0,988791569653420000,"Justin Trudeau this morning: We cannot, as Canadians, choose to live in fear.  Say the guy who upgraded his home security by $2 million. Say the guy who never walks alone on the streets.  What a hypocrite!  #TorontoStrong #cdnpoli #onpoli #TrudeauMustGo pic.twitter.com/1lNGf87HHb",Please briefly explain why you believe the intent of this tweet is or is not malicious.,malicious as it spreads negative information about the prime minister,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,989702884731203000,what does this new word 'incel' actually mean?,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I Dont believe the tweet is not malicious due to I think he is trying to get people to think about where society is and has gone and is going,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,991087379074207000,So now we have gun control and the “incel problem.”  Liberalism needs a victory before they start to wander.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I Do believe the tweet is malicious due to I think he is trying to push a point,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,988811938888024000,Nous recevons dans un instant @BobRae48 à propos de l'attaque de #Toronto #TorontoStrong  https://twitter.com/BobRae48/status/988738514593419264 …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I dont believe this tweet is malicious because he is just trying to come to terms with what happened,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,991098870586265000,#Patio season started. Reading #StationEleven while sipping #Sapporo surrounded by beautiful happy people on another sunny Monday. This is my #city #TorontoStrong @EmilyMandel pic.twitter.com/TvPEjIYC2b,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I domt think there was any thought about this,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,990453525724389000,"Hell, the fucking incel post was a fake - the account was 30 minutes old after the attack, and while whatshisface was in custody.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I think this is malicious due to it is highly charged and he is super angry,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,991092761708376000,I’m pretty sure I can identify an incel at 15 paces. 🙄,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I think this is malicious due to the racial comment,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,991098903691956000,A United city coming together yesterday in Mel Lastman square in support of the victims of the attack on Monday. What a beautiful act of #love #compassion & #resillience. #TorontoStrong  pic.twitter.com/Zyl94zctXs,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I think this is not because it shows a city coming together,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,990052274150965000,"Minassian posted about the “Incel Rebellion” and lauded Elliot Rodger, who was responsible in 2014 for killing six people in California in the name of a “war on women.”  http://s.pri.org/VYygdny ",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I think it is cause of the language used and they want people to hate,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,991084379672858000,"""We shouldn’t blame toxic masculinity for Toronto’s van attack?""  Toxic masculinity is a side effect of other factors. Treating the side effects will never cure the disease. #Incel attitudes are a result of isolation. What are we doing as a society to create such an environment?",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I think it is cause of the opinion he is pushing it is hate,rhetoric-freetext
002b8e81479648ee824d85ed7921f8a1,991070424955064000,Gary sounds like a little incel. Women aren’t nice to him.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I think it is as he is pushing hate,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991068359386193000,"Todo esse lance ""incel"" à luz de Extensão do Domínio da Luta, do Houellebecq (sugestão pra ensaístas)",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know because it's in another language.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991097332308393000,Tiffany Jefkins teaches CPR and believes she was meant to be at Mel Lastman Square when she tried to help 4 pedestrians struck in the #Vanattack. Jefkins was already planning to start a masters thesis in September studying the effect trauma has on bystanders who try to help  pic.twitter.com/9sybP9fzv9,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know because it's in another language.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991096565094854000,And an incel,Please briefly explain why you believe the intent of this tweet is or is not malicious.,Could be a joke or not.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991060255089004000,Sympathy for the ‘Incel’  https://www.thedailybeast.com/sympathy-for-the-incel …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,Could be a joke or not.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,988737313399279000,"This is a small city with a big heart. You don’t know who you’ll talk to today, how close they are to all of this. Be patient today. Be kind. #TorontoStrong",Please briefly explain why you believe the intent of this tweet is or is not malicious.,Could be a joke or not.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991097646352744000,"Incel, the misogynist ideology that inspired the deadly Toronto attack, explained  https://www.vox.com/world/2018/4/25/17277496/incel-toronto-attack-alek-minassian …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,Seems fine.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,988905857206358000,"The City of Toronto & Toronto Foundation have launched the #TorontoStrong Fund to support victims, families, first responders, & all those affected by Monday's attack,  http://torontofoundation.ca/torontostrong/  pic.twitter.com/YoljzFwf4y",Please briefly explain why you believe the intent of this tweet is or is not malicious.,Seems fine.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991104230428733000,What's An 'Incel'? The Online Community Behind The Toronto Van Attack  https://n.pr/2Hw1XCS,Please briefly explain why you believe the intent of this tweet is or is not malicious.,Seems fine.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,990719637926002000,Excellent. #Sikhs community pledged $20000 for #TorontoStrong fund.   #KhalsaDay #KhalsaDayparade https://twitter.com/CityNews/status/990718418390274048 …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,Seems fine.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991102394380574000,"Well - I can think of numerous mass murderers off the top of my head who ascribed to incel ideology. I quite frankly can't think of the same effect occurring from violent video games. I understand your point, but I don't agree with it",Please briefly explain why you believe the intent of this tweet is or is not malicious.,Seems fine.,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991096565094854000,And an incel,Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is just stating that the actions carried out by the man seem to line up with a particular demographic. ,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991068359386193000,"Todo esse lance ""incel"" à luz de Extensão do Domínio da Luta, do Houellebecq (sugestão pra ensaístas)",Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is not english,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991097332308393000,Tiffany Jefkins teaches CPR and believes she was meant to be at Mel Lastman Square when she tried to help 4 pedestrians struck in the #Vanattack. Jefkins was already planning to start a masters thesis in September studying the effect trauma has on bystanders who try to help  pic.twitter.com/9sybP9fzv9,Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is about helping those who experience witnessing trauma,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991097646352744000,"Incel, the misogynist ideology that inspired the deadly Toronto attack, explained  https://www.vox.com/world/2018/4/25/17277496/incel-toronto-attack-alek-minassian …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is explaining how an attack was terrorism,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,988737313399279000,"This is a small city with a big heart. You don’t know who you’ll talk to today, how close they are to all of this. Be patient today. Be kind. #TorontoStrong",Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is about being kind after the attack,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,988905857206358000,"The City of Toronto & Toronto Foundation have launched the #TorontoStrong Fund to support victims, families, first responders, & all those affected by Monday's attack,  http://torontofoundation.ca/torontostrong/  pic.twitter.com/YoljzFwf4y",Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is about supporting victims after the attack,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991061488998731000,Taking a moment in my neighbourhood to see the outpouring of love and support for those involved in a terrible tragedy. There is no making any sense of this. It can strike anywhere. Love is free. Be kind to each other. #TorontoStrong  pic.twitter.com/anqZWNPFok,Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is about supporting victims after the attack,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,989038888193798000,"What Is an Incel? Explaining a Term Used by the Toronto Van Attack Suspect Latest News, News Today, TODAY NEWS  By NIRAJ CHOKSHI from NYT World  https://ift.tt/2HOM0Hg  pic.twitter.com/fY5M4X0c3j",Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is about how the perpetrator identified as an incel,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991060255089004000,Sympathy for the ‘Incel’  https://www.thedailybeast.com/sympathy-for-the-incel …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is about sympathizing with the man who attacked,rhetoric-freetext
00490a83cfd24cd8bc56e760b6caac56,991104230428733000,What's An 'Incel'? The Online Community Behind The Toronto Van Attack  https://n.pr/2Hw1XCS,Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet is about sympathizing with the man who attacked,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991064283923582000,Hayırlısı bismillah diyelim pic.twitter.com/2L7GAEGg4r,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious. this is just a tweet of a building,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991089089448312000,2/ Minassian exhibited some atypical autistic behavior  (mildly violent ) at high school. He received some academic help but  probably not adequate professional help. Possibility of underlying and undiagnosed psycological / medical issues.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,989163916323409000,"But this is not an issue that begins and ends with lonely nerds on the internet. Not here or in the incel community that the killer in my home was a part of. Everything is connected, and everything happens for a reason.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,989977827855491000,Have you read the posts that the “We Hunted the Mammoth” blog has turned up on Incel message boards since the Toronto attack?  These are not isolated guys.  They have built communities for themselves.  http://www.wehuntedthemammoth.com/2018/04/24/incels-hail-toronto-van-driver-who-killed-10-as-a-new-elliot-rodger-talk-of-future-acid-attacks-and-mass-rapes/ …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991083891632082000,Retweeted Dr. Debra W Soh (@DrDebraSoh):  Toxic masculinity isn't to blame for Toronto's van attack -- my latest column @globeandmail #TorontoStrong  https://www.theglobeandmail.com/opinion/article-we-shouldnt-blame-toxic-masculinity-for-torontos-van-attack/ … pic.twitter.com/HVMMWw8H1N,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991064290965753000,"""Lol you just need to get laid"" ""Just bee urself""  Society would often pin these statements on plain bullying, or feminist types would claim it's really just your fault bcuz you just need feminism lol, which only continues to pin blame on incel on the individual himself...",Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991102476106551000,Call It What You Want — The 'Incel Rebellion' Is Terrorism  https://wbur.fm/2Jzfoyz  via @cogwbur,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991103094585835000,Thanks for all you do! Every day! #TorontoStrong,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991062302114824000,Always trying to tap that incel base :),Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991061488998731000,Taking a moment in my neighbourhood to see the outpouring of love and support for those involved in a terrible tragedy. There is no making any sense of this. It can strike anywhere. Love is free. Be kind to each other. #TorontoStrong  pic.twitter.com/anqZWNPFok,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991064283923582000,Hayırlısı bismillah diyelim pic.twitter.com/2L7GAEGg4r,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious. this is just a tweet of a building,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991089089448312000,2/ Minassian exhibited some atypical autistic behavior  (mildly violent ) at high school. He received some academic help but  probably not adequate professional help. Possibility of underlying and undiagnosed psycological / medical issues.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,989163916323409000,"But this is not an issue that begins and ends with lonely nerds on the internet. Not here or in the incel community that the killer in my home was a part of. Everything is connected, and everything happens for a reason.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,989977827855491000,Have you read the posts that the “We Hunted the Mammoth” blog has turned up on Incel message boards since the Toronto attack?  These are not isolated guys.  They have built communities for themselves.  http://www.wehuntedthemammoth.com/2018/04/24/incels-hail-toronto-van-driver-who-killed-10-as-a-new-elliot-rodger-talk-of-future-acid-attacks-and-mass-rapes/ …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991083891632082000,Retweeted Dr. Debra W Soh (@DrDebraSoh):  Toxic masculinity isn't to blame for Toronto's van attack -- my latest column @globeandmail #TorontoStrong  https://www.theglobeandmail.com/opinion/article-we-shouldnt-blame-toxic-masculinity-for-torontos-van-attack/ … pic.twitter.com/HVMMWw8H1N,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991064290965753000,"""Lol you just need to get laid"" ""Just bee urself""  Society would often pin these statements on plain bullying, or feminist types would claim it's really just your fault bcuz you just need feminism lol, which only continues to pin blame on incel on the individual himself...",Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991102476106551000,Call It What You Want — The 'Incel Rebellion' Is Terrorism  https://wbur.fm/2Jzfoyz  via @cogwbur,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991103094585835000,Thanks for all you do! Every day! #TorontoStrong,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991062302114824000,Always trying to tap that incel base :),Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004b9c4d24b34d6b8d13cc54312ba506,991061488998731000,Taking a moment in my neighbourhood to see the outpouring of love and support for those involved in a terrible tragedy. There is no making any sense of this. It can strike anywhere. Love is free. Be kind to each other. #TorontoStrong  pic.twitter.com/anqZWNPFok,Please briefly explain why you believe the intent of this tweet is or is not malicious.,it does not seem malicious,rhetoric-freetext
004bad1cb29e451290841a73e5914bd8,991100004847767000,Sorry if I stated something ignorant. I spent some time on r/incel and r/mgtow but decided it wasn’t for me and didn’t want that to be my identity because all I saw was posts just wanting to be hateful toward women,Please briefly explain why you believe the intent of this tweet is or is not malicious.,is malicious becuase this persons very of said site is only based on his or her experience there.,rhetoric-freetext
004bad1cb29e451290841a73e5914bd8,988735858957258000,#CanadaStrong #TorontoStrong ❤️,Please briefly explain why you believe the intent of this tweet is or is not malicious.,is malicious becuase this persons very of said site is only based on his or her experience there.,rhetoric-freetext
004bad1cb29e451290841a73e5914bd8,991095805347057000,"Correct, a rational self confident person who can communicate properly with a women is pretty well the opposite of 'game' ... 'getting laid' as a 'game' is not a 'protection against' incel, it's a gateway to abusive relationships and and even bigger problem.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,is malicious because this persons very of said site is only based on his or her experience there.,rhetoric-freetext
004bad1cb29e451290841a73e5914bd8,991075103130566000,City of Guelph volunteers safe drinking water for #TorontoStrong vigil  https://www.guelphtoday.com/local-news/city-of-guelph-volunteers-safe-drinking-water-for-torontostrong-vigil-909631?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/9wNe1uUK6d,Please briefly explain why you believe the intent of this tweet is or is not malicious.,is malicious because this persons very of said site is only based on his or her experience there.,rhetoric-freetext
